,Name,Grade,Moves,Holdsets,Id,holds,number_of_holds,lengths_of_moves,numeric_grades,median_diff_holds,mean_diff_holds,downwards_count,only_upwards_count,only_sideways_count,yellow_count,black_count,white_count,Grade_ohe,downwards_percent,black_percent,white_percent,yellow_percent,b_w_percent,only_upwards_percent,mean_distance_of_holds,Grade_numeric,Grade_thermo,last_move_diff,first_move_diff
41,MOONWARS MILLENNIUMFALCON,6C,"[{'Id': 1880402, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1880403, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1880404, 'Description': 'G6', 'IsStart': False, 'IsEnd': False}, {'Id': 1880405, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1880406, 'Description': 'B7', 'IsStart': False, 'IsEnd': False}, {'Id': 1880407, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1880408, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1880409, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1880410, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1880411, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",337544,"['K5', 'J5', 'G6', 'H8', 'B7', 'E10', 'E12', 'A14', 'E15', 'G18']",10,"{'K5toJ5': 1.0, 'K5toG6': 4.123105625617661, 'K5toH8': 4.242640687119285, 'K5toB7': 9.219544457292887, 'K5toE10': 7.810249675906654, 'K5toE12': 9.219544457292887, 'K5toA14': 13.45362404707371, 'K5toE15': 11.661903789690601, 'K5toG18': 13.601470508735444, 'J5toG6': 3.1622776601683795, 'J5toH8': 3.605551275463989, 'J5toB7': 8.246211251235321, 'J5toE10': 7.0710678118654755, 'J5toE12': 8.602325267042627, 'J5toA14': 12.727922061357855, 'J5toE15': 11.180339887498949, 'J5toG18': 13.341664064126334, 'G6toH8': 2.23606797749979, 'G6toB7': 5.0990195135927845, 'G6toE10': 4.47213595499958, 'G6toE12': 6.324555320336759, 'G6toA14': 10.0, 'G6toE15': 9.219544457292887, 'G6toG18': 12.0, 'H8toB7': 6.082762530298219, 'H8toE10': 3.605551275463989, 'H8toE12': 5.0, 'H8toA14': 9.219544457292887, 'H8toE15': 7.615773105863909, 'H8toG18': 10.04987562112089, 'B7toE10': 4.242640687119285, 'B7toE12': 5.830951894845301, 'B7toA14': 7.0710678118654755, 'B7toE15': 8.54400374531753, 'B7toG18': 12.083045973594572, 'E10toE12': 2.0, 'E10toA14': 5.656854249492381, 'E10toE15': 5.0, 'E10toG18': 8.246211251235321, 'E12toA14': 4.47213595499958, 'E12toE15': 3.0, 'E12toG18': 6.324555320336759, 'A14toE15': 4.123105625617661, 'A14toG18': 7.211102550927978, 'E15toG18': 3.605551275463989}",2.25,3.375,7.55195459466953,10,0,0,1,5,4,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.5,0.4,0.1,0.9,0.0,7.124566646268126,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9992602136059989,1.5985861740330942
42,OVN,6C,"[{'Id': 1639789, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1639790, 'Description': 'J9', 'IsStart': False, 'IsEnd': False}, {'Id': 1639791, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1639792, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1639793, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1639794, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1639795, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",307834,"['K5', 'J9', 'F14', 'J8', 'F10', 'E18', 'I16']",7,"{'K5toJ9': 4.123105625617661, 'K5toF14': 10.295630140987, 'K5toJ8': 3.1622776601683795, 'K5toF10': 7.0710678118654755, 'K5toE18': 14.317821063276353, 'K5toI16': 11.180339887498949, 'J9toF14': 6.4031242374328485, 'J9toJ8': 1.0, 'J9toF10': 4.123105625617661, 'J9toE18': 10.295630140987, 'J9toI16': 7.0710678118654755, 'F14toJ8': 7.211102550927978, 'F14toF10': 4.0, 'F14toE18': 4.123105625617661, 'F14toI16': 3.605551275463989, 'J8toF10': 4.47213595499958, 'J8toE18': 11.180339887498949, 'J8toI16': 8.06225774829855, 'F10toE18': 8.06225774829855, 'F10toI16': 6.708203932499369, 'E18toI16': 4.47213595499958}",2.25,2.25,5.967575751510629,7,0,0,0,0,7,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.0,1.0,0.0,1.0,0.0,6.711440984948619,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8171887753129045,1.411161011334047
43,PE3/1,6C,"[{'Id': 1698100, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1698101, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1698102, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1698103, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1698104, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1698105, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1698106, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1698107, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",66038,"['E8', 'E12', 'F14', 'F10', 'G18', 'I13', 'J8', 'K5']",8,"{'E8toE12': 4.0, 'E8toF14': 6.082762530298219, 'E8toF10': 2.23606797749979, 'E8toG18': 10.198039027185569, 'E8toI13': 6.4031242374328485, 'E8toJ8': 5.0, 'E8toK5': 6.708203932499369, 'E12toF14': 2.23606797749979, 'E12toF10': 2.23606797749979, 'E12toG18': 6.324555320336759, 'E12toI13': 4.123105625617661, 'E12toJ8': 6.4031242374328485, 'E12toK5': 9.219544457292887, 'F14toF10': 4.0, 'F14toG18': 4.123105625617661, 'F14toI13': 3.1622776601683795, 'F14toJ8': 7.211102550927978, 'F14toK5': 10.295630140987, 'F10toG18': 8.06225774829855, 'F10toI13': 4.242640687119285, 'F10toJ8': 4.47213595499958, 'F10toK5': 7.0710678118654755, 'G18toI13': 5.385164807134504, 'G18toJ8': 10.44030650891055, 'G18toK5': 13.601470508735444, 'I13toJ8': 5.0990195135927845, 'I13toK5': 8.246211251235321, 'J8toK5': 3.1622776601683795}",2.25,2.8125,6.390116238748669,7,0,1,0,2,6,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.875,0.25,0.75,0.0,1.0,0.0,6.062333276084158,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8498339427225251,1.411161011334047
44,PROBLEM 19,6C,"[{'Id': 1518125, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1518126, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1518127, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1518128, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1518129, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1518130, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1518131, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",19233,"['J5', 'D15', 'E12', 'F11', 'G9', 'H8', 'A18']",7,"{'J5toD15': 11.661903789690601, 'J5toE12': 8.602325267042627, 'J5toF11': 7.211102550927978, 'J5toG9': 5.0, 'J5toH8': 3.605551275463989, 'J5toA18': 15.811388300841896, 'D15toE12': 3.1622776601683795, 'D15toF11': 4.47213595499958, 'D15toG9': 6.708203932499369, 'D15toH8': 8.06225774829855, 'D15toA18': 4.242640687119285, 'E12toF11': 1.4142135623730951, 'E12toG9': 3.605551275463989, 'E12toH8': 5.0, 'E12toA18': 7.211102550927978, 'F11toG9': 2.23606797749979, 'F11toH8': 3.605551275463989, 'F11toA18': 8.602325267042627, 'G9toH8': 1.4142135623730951, 'G9toA18': 10.816653826391969, 'H8toA18': 12.206555615733702}",2.25,5.0625,8.762264897404979,7,0,0,0,7,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0,0.0,0.0,1.0,0.0,6.412001051443928,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9789567250793376,1.5359230231331507
45,PURGATORY,6C,"[{'Id': 1718042, 'Description': 'B10', 'IsStart': False, 'IsEnd': False}, {'Id': 1718043, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1718044, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1718045, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1718046, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1718047, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1718048, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}, {'Id': 1718049, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}, {'Id': 1718050, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",102018,"['B10', 'E8', 'E12', 'F14', 'F5', 'G2', 'I8', 'I16', 'I18']",9,"{'B10toE8': 3.605551275463989, 'B10toE12': 3.605551275463989, 'B10toF14': 5.656854249492381, 'B10toF5': 6.4031242374328485, 'B10toG2': 9.433981132056603, 'B10toI8': 7.280109889280518, 'B10toI16': 9.219544457292887, 'B10toI18': 10.63014581273465, 'E8toE12': 4.0, 'E8toF14': 6.082762530298219, 'E8toF5': 3.1622776601683795, 'E8toG2': 6.324555320336759, 'E8toI8': 4.0, 'E8toI16': 8.94427190999916, 'E8toI18': 10.770329614269007, 'E12toF14': 2.23606797749979, 'E12toF5': 7.0710678118654755, 'E12toG2': 10.198039027185569, 'E12toI8': 5.656854249492381, 'E12toI16': 5.656854249492381, 'E12toI18': 7.211102550927978, 'F14toF5': 9.0, 'F14toG2': 12.041594578792296, 'F14toI8': 6.708203932499369, 'F14toI16': 3.605551275463989, 'F14toI18': 5.0, 'F5toG2': 3.1622776601683795, 'F5toI8': 4.242640687119285, 'F5toI16': 11.40175425099138, 'F5toI18': 13.341664064126334, 'G2toI8': 6.324555320336759, 'G2toI16': 14.142135623730951, 'G2toI18': 16.1245154965971, 'I8toI16': 8.0, 'I8toI18': 10.0, 'I16toI18': 2.0}",2.25,2.25,9.819808663495724,8,1,0,1,4,4,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.8888888888888888,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.8888888888888888,0.1111111111111111,7.284553836682745,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7103421523950285,4.937358543644193
46,RUSTY MORNING,6C,"[{'Id': 1524022, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1524023, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1524024, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1524025, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1524026, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1524027, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1524028, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1524029, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1524030, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",29901,"['C5', 'E6', 'E8', 'I10', 'H12', 'I14', 'E14', 'E16', 'A18']",9,"{'C5toE6': 2.23606797749979, 'C5toE8': 3.605551275463989, 'C5toI10': 7.810249675906654, 'C5toH12': 8.602325267042627, 'C5toI14': 10.816653826391969, 'C5toE14': 9.219544457292887, 'C5toE16': 11.180339887498949, 'C5toA18': 13.152946437965905, 'E6toE8': 2.0, 'E6toI10': 5.656854249492381, 'E6toH12': 6.708203932499369, 'E6toI14': 8.94427190999916, 'E6toE14': 8.0, 'E6toE16': 10.0, 'E6toA18': 12.649110640673518, 'E8toI10': 4.47213595499958, 'E8toH12': 5.0, 'E8toI14': 7.211102550927978, 'E8toE14': 6.0, 'E8toE16': 8.0, 'E8toA18': 10.770329614269007, 'I10toH12': 2.23606797749979, 'I10toI14': 4.0, 'I10toE14': 5.656854249492381, 'I10toE16': 7.211102550927978, 'I10toA18': 11.313708498984761, 'H12toI14': 2.23606797749979, 'H12toE14': 3.605551275463989, 'H12toE16': 5.0, 'H12toA18': 9.219544457292887, 'I14toE14': 4.0, 'I14toE16': 4.47213595499958, 'I14toA18': 8.94427190999916, 'E14toE16': 2.0, 'E14toA18': 5.656854249492381, 'E16toA18': 4.47213595499958}",2.25,5.0625,8.927617684888652,9,0,0,0,9,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0,0.0,0.0,1.0,0.0,6.723888408738224,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1981448573737121,1.7349897117949438
47,SALTEDBLOCKS 2,6C,"[{'Id': 1697933, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697934, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1697935, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1697936, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1697937, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",20473,"['E18', 'F14', 'F7', 'I11', 'K5']",5,"{'E18toF14': 4.123105625617661, 'E18toF7': 11.045361017187261, 'E18toI11': 8.06225774829855, 'E18toK5': 14.317821063276353, 'F14toF7': 7.0, 'F14toI11': 4.242640687119285, 'F14toK5': 10.295630140987, 'F7toI11': 5.0, 'F7toK5': 5.385164807134504, 'I11toK5': 6.324555320336759}",2.25,2.25,6.092604904137991,5,0,0,0,0,5,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.0,1.0,0.0,1.0,0.0,7.579653640995737,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1003203380165343,1.8690503984269642
48,SISÃš,6C,"[{'Id': 1570667, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1570668, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1570669, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1570670, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1570671, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1570672, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1570673, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",169636,"['F5', 'G9', 'C10', 'C13', 'E16', 'D17', 'I18']",7,"{'F5toG9': 4.123105625617661, 'F5toC10': 5.830951894845301, 'F5toC13': 8.54400374531753, 'F5toE16': 11.045361017187261, 'F5toD17': 12.165525060596439, 'F5toI18': 13.341664064126334, 'G9toC10': 4.123105625617661, 'G9toC13': 5.656854249492381, 'G9toE16': 7.280109889280518, 'G9toD17': 8.54400374531753, 'G9toI18': 9.219544457292887, 'C10toC13': 3.0, 'C10toE16': 6.324555320336759, 'C10toD17': 7.0710678118654755, 'C10toI18': 10.0, 'C13toE16': 3.605551275463989, 'C13toD17': 4.123105625617661, 'C13toI18': 7.810249675906654, 'E16toD17': 1.4142135623730951, 'E16toI18': 4.47213595499958, 'D17toI18': 5.0990195135927845}",2.25,3.375,6.362456565422034,7,0,0,0,4,3,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.5714285714285714,0.42857142857142855,0.0,1.0,0.0,6.799720386421309,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7357817127679956,1.5950916018269914
49,SLAB TRAINING,6C,"[{'Id': 1710585, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1710586, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1710587, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1710588, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1710589, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1710590, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1710591, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1710592, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",124553,"['A9', 'A14', 'C12', 'D18', 'E6', 'E8', 'E14', 'G4']",8,"{'A9toA14': 5.0, 'A9toC12': 3.605551275463989, 'A9toD18': 9.486832980505138, 'A9toE6': 5.0, 'A9toE8': 4.123105625617661, 'A9toE14': 6.4031242374328485, 'A9toG4': 7.810249675906654, 'A14toC12': 2.8284271247461903, 'A14toD18': 5.0, 'A14toE6': 8.94427190999916, 'A14toE8': 7.211102550927978, 'A14toE14': 4.0, 'A14toG4': 11.661903789690601, 'C12toD18': 6.082762530298219, 'C12toE6': 6.324555320336759, 'C12toE8': 4.47213595499958, 'C12toE14': 2.8284271247461903, 'C12toG4': 8.94427190999916, 'D18toE6': 12.041594578792296, 'D18toE8': 10.04987562112089, 'D18toE14': 4.123105625617661, 'D18toG4': 14.317821063276353, 'E6toE8': 2.0, 'E6toE14': 8.0, 'E6toG4': 2.8284271247461903, 'E8toE14': 6.0, 'E8toG4': 4.47213595499958, 'E14toG4': 10.198039027185569}",2.25,5.0625,8.857014080198917,8,0,0,1,7,0,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.875,0.0,0.125,0.875,0.0,6.562775750228879,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8777515710846894,1.4386737403459233
50,SLIGHTLY SKEWED,6C,"[{'Id': 1697927, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697928, 'Description': 'G13', 'IsStart': False, 'IsEnd': False}, {'Id': 1697929, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}, {'Id': 1697930, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1697931, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1697932, 'Description': 'K11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",25043,"['E18', 'G13', 'I16', 'J8', 'K5', 'K11']",6,"{'E18toG13': 5.385164807134504, 'E18toI16': 4.47213595499958, 'E18toJ8': 11.180339887498949, 'E18toK5': 14.317821063276353, 'E18toK11': 9.219544457292887, 'G13toI16': 3.605551275463989, 'G13toJ8': 5.830951894845301, 'G13toK5': 8.94427190999916, 'G13toK11': 4.47213595499958, 'I16toJ8': 8.06225774829855, 'I16toK5': 11.180339887498949, 'I16toK11': 5.385164807134504, 'J8toK5': 3.1622776601683795, 'J8toK11': 3.1622776601683795, 'K5toK11': 6.0}",2.25,2.25,5.048981006038761,6,0,0,0,0,6,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.0,1.0,0.0,1.0,0.0,6.9586823312519375,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9017193963210389,1.411161011334047
51,SOURKRAWT,6C,"[{'Id': 1698116, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1698117, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1698118, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1698119, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",41542,"['F14', 'F5', 'G18', 'H10']",4,"{'F14toF5': 9.0, 'F14toG18': 4.123105625617661, 'F14toH10': 4.47213595499958, 'F5toG18': 13.038404810405298, 'F5toH10': 5.385164807134504, 'G18toH10': 8.06225774829855}",2.25,2.25,4.8938905255108915,4,0,0,0,1,3,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.25,0.75,0.0,1.0,0.0,7.346844824409264,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1141529012580684,1.8044342566517664
52,SUNNY SIDE,6C,"[{'Id': 1842151, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}, {'Id': 1842152, 'Description': 'B6', 'IsStart': True, 'IsEnd': False}, {'Id': 1842153, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1842154, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1842155, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1842156, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1842157, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1842158, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",190906,"['B18', 'B6', 'C5', 'E8', 'E10', 'E15', 'F14', 'H12']",8,"{'B18toB6': 12.0, 'B18toC5': 13.038404810405298, 'B18toE8': 10.44030650891055, 'B18toE10': 8.54400374531753, 'B18toE15': 4.242640687119285, 'B18toF14': 5.656854249492381, 'B18toH12': 8.48528137423857, 'B6toC5': 1.4142135623730951, 'B6toE8': 3.605551275463989, 'B6toE10': 5.0, 'B6toE15': 9.486832980505138, 'B6toF14': 8.94427190999916, 'B6toH12': 8.48528137423857, 'C5toE8': 3.605551275463989, 'C5toE10': 5.385164807134504, 'C5toE15': 10.198039027185569, 'C5toF14': 9.486832980505138, 'C5toH12': 8.602325267042627, 'E8toE10': 2.0, 'E8toE15': 7.0, 'E8toF14': 6.082762530298219, 'E8toH12': 5.0, 'E10toE15': 5.0, 'E10toF14': 4.123105625617661, 'E10toH12': 3.605551275463989, 'E15toF14': 1.4142135623730951, 'E15toH12': 4.242640687119285, 'F14toH12': 2.8284271247461903}",2.25,2.8125,7.751851046308954,8,0,0,0,4,4,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.5,0.5,0.0,1.0,0.0,6.354223451464781,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7567282999225784,1.832401412190867
53,SURESHOT,6C,"[{'Id': 1550719, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1550720, 'Description': 'J5', 'IsStart': False, 'IsEnd': False}, {'Id': 1550721, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1550722, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1550723, 'Description': 'J13', 'IsStart': False, 'IsEnd': False}, {'Id': 1550724, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1550725, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",110330,"['F5', 'J5', 'G9', 'F11', 'J13', 'H16', 'I18']",7,"{'F5toJ5': 4.0, 'F5toG9': 4.123105625617661, 'F5toF11': 6.0, 'F5toJ13': 8.94427190999916, 'F5toH16': 11.180339887498949, 'F5toI18': 13.341664064126334, 'J5toG9': 5.0, 'J5toF11': 7.211102550927978, 'J5toJ13': 8.0, 'J5toH16': 11.180339887498949, 'J5toI18': 13.038404810405298, 'G9toF11': 2.23606797749979, 'G9toJ13': 5.0, 'G9toH16': 7.0710678118654755, 'G9toI18': 9.219544457292887, 'F11toJ13': 4.47213595499958, 'F11toH16': 5.385164807134504, 'F11toI18': 7.615773105863909, 'J13toH16': 3.605551275463989, 'J13toI18': 5.0990195135927845, 'H16toI18': 2.23606797749979}",2.25,3.375,6.320915141076867,7,0,0,0,6,1,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,0.8571428571428571,0.14285714285714285,0.0,1.0,0.0,6.855220077013668,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7327857541919504,1.5729193636585672
